formula,bg,formation_energy,mp-id
SnF4,4.8773100000000005,-2.571479623999999,mp-2706
Sr2Sb2O7,2.55035,-2.570062335909088,mp-4103
K2Li14Zr3O14,5.78862,-2.569991883671717,mp-17208
CaMg(CO3)2,6.4348,-2.5687827805,mp-6459
MgWO4,3.93267,-2.562331308333333,mp-18875
Na3Mo(OF)3,4.503,-2.561763619413791,mp-18753
ZnF2,4.90853,-2.561514461666667,mp-1873
Ba4Li(SbO4)3,2.6385300000000003,-2.557289012666666,mp-7971
MgGeO3,3.7558200000000004,-2.554010083,mp-4819
Ca2PbO4,2.0481,-2.551106224285708,mp-21137
LaRhO3,0.883969,-2.545009926000001,mp-5163
TiSO5,3.8416900000000003,-2.5450024420833333,mp-505270
Na3In2(PO4)3,4.44359,-2.544070799319991,mp-17349
PbF2,5.43627,-2.544010303333332,mp-315
Mg3TeO6,4.00436,-2.539839539666666,mp-3118
CaPtF6,3.23775,-2.5396984625,mp-8255
Ba2ZnO3,3.77042,-2.534313652916667,mp-17911
SnF3,3.36944,-2.533785512499999,mp-8289
Ba3BAsO3,2.37396,-2.533021692708333,mp-9793
YCl3,6.26098,-2.531578373124999,mp-27455
La2CoIrO6,0.648239,-2.5306732215,mp-18862
Cs2Li2TiO4,5.38333,-2.526923392701148,mp-8294
MgV2O6,3.2043000000000004,-2.526702651666667,mp-504510
NaNbO2,1.70555,-2.522986689094827,mp-3744
NbBiO4,3.86264,-2.521130047083335,mp-23413
CsRb2PdF5,2.82734,-2.514136872739464,mp-8202
RbZnPO4,5.07128,-2.513455971734693,mp-18463
NaTeF5,6.13784,-2.512249105714286,mp-29355
Zn4B6O13,4.47262,-2.5115879147826092,mp-4812
La2S3,1.52335,-2.508305558187499,mp-7475
KZnPO4,5.29613,-2.50704106562755,mp-18591
Na3NbO4,4.86925,-2.504653314579741,mp-27247
Zn(PO3)2,5.67709,-2.502442132420636,mp-8230
SrGa4O7,3.57848,-2.502236169583332,mp-18253
Ba3In2O6,1.83941,-2.501897394848485,mp-20352
BaSbClO2,3.53348,-2.501479447,mp-545500
TlSbF4,4.89222,-2.499807136388887,mp-29286
RbTlF4,3.7560100000000003,-2.497109427222223,mp-27210
Ba3BPO3,2.36328,-2.495422235476191,mp-9712
LiGeBO4,5.5519099999999995,-2.494826821071428,mp-8873
KTlF4,3.39642,-2.494076720374996,mp-27209
CsZnPO4,5.1856800000000005,-2.493512914185432,mp-18673
Cs2NaYCl6,6.420529999999999,-2.491634642068965,mp-23120
KLi6TaO6,5.51372,-2.489586058898809,mp-9059
Na2ZnSiO4,4.55195,-2.4876300722198272,mp-6391
Ba4LiCu(CO5)2,1.40647,-2.48175173962963,mp-15472
